Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
30.05.2009;Albury;02.II;16.VIII;0;NA;NA;SE;26;NA;SE;0;15;65;44;1030.3;1028.5;NA;NA;09.VI;16.VII;No;No
31.05.2009;Albury;01.VII;17.I;0;NA;NA;NW;44;NA;SE;0;9;73;46;1034.1;1029.9;NA;NA;8;16.VIII;No;Yes
01.06.2009;Albury;8;14.III;01.II;NA;NA;SE;13;NA;NA;0;0;88;75;1031.9;1029.2;8;8;09.II;14;Yes;Yes
02.06.2009;Albury;08.IV;13.IV;01.IV;NA;NA;SE;13;NA;ESE;0;7;78;75;1029.3;1026.2;8;8;10.VI;13.IV;Yes;Yes
03.06.2009;Albury;10.VI;14.III;04.VIII;NA;NA;SE;13;ENE;SE;6;9;85;97;1023.5;1020.4;8;8;12.IV;13;Yes;Yes
04.06.2009;Albury;08.IX;17.IV;8;NA;NA;ENE;13;NW;E;2;4;99;58;1021;1017.5;8;7;11.III;16.V;Yes;No
05.06.2009;Albury;02.VIII;16.I;0;NA;NA;W;20;NNE;W;4;11;86;57;1017.9;1015.1;NA;NA;07.VI;15.VI;No;No
06.06.2009;Albury;01.VII;10.V;0.2;NA;NA;ESE;11;E;NA;4;0;99;91;1015.2;1011.1;8;8;04.VII;10.II;No;Yes
07.06.2009;Albury;04.VII;11.VI;14.IV;NA;NA;NNW;30;NNW;NNW;6;17;93;80;1007.5;1006.3;8;8;10;11.V;Yes;Yes
08.06.2009;Albury;9;12;04.VI;NA;NA;WNW;33;WNW;WNW;9;26;88;79;1009.6;1008.7;8;8;10.III;11.IV;Yes;Yes
09.06.2009;Albury;06.III;08.VIII;2;NA;NA;W;43;NNW;WNW;13;13;92;95;1011.1;1008.3;8;8;06.VIII;07.IX;Yes;Yes
10.06.2009;Albury;3;10.V;05.VI;NA;NA;WNW;37;W;WSW;15;22;77;56;1017.6;1018.4;NA;4;04.IX;09.VII;Yes;No
11.06.2009;Albury;-2;09.VI;0;NA;NA;SE;13;NA;ESE;0;6;84;72;1025.1;1023;NA;1;02.II;08.VIII;No;No
12.06.2009;Albury;-1.3;08.II;0;NA;NA;ESE;15;E;SSE;6;6;99;72;1025.7;1022.2;8;7;01.IX;07.IX;No;No
13.06.2009;Albury;01.VIII;12.IV;0;NA;NA;ENE;28;E;NE;4;15;86;60;1018.3;1013;NA;4;05.IX;12.I;No;No
14.06.2009;Albury;2;15.VIII;0;NA;NA;NNE;24;NA;NE;0;11;82;49;1011.8;1009.3;NA;NA;06.V;15.V;No;No
15.06.2009;Albury;0.5;14.IX;0.4;NA;NA;ESE;13;NNE;NA;2;0;99;63;1013.9;1012.8;NA;NA;05.IV;13.IX;No;No
16.06.2009;Albury;01.II;17.VII;0;NA;NA;SE;17;NA;ESE;0;6;83;49;1022.3;1022.2;NA;NA;06.VI;15.IV;No;No
17.06.2009;Albury;0.6;15.IX;0;NA;NA;WSW;13;NA;W;0;2;94;52;1029.7;1027.7;NA;NA;05.VI;14.IX;No;No
18.06.2009;Albury;0.5;14.VII;0;NA;NA;N;11;N;NA;6;0;99;63;1031.6;1028.6;8;NA;04.VII;14.V;No;No
19.06.2009;Albury;0.5;15.III;0;NA;NA;ESE;13;NE;SE;6;6;93;56;1030.8;1027.1;NA;NA;05.IV;15.I;No;No
20.06.2009;Albury;0.9;17.III;0;NA;NA;NNE;28;NE;NE;4;17;85;56;1025.7;1020.6;7;8;7;16.VII;No;Yes
21.06.2009;Albury;7;17;01.VI;NA;NA;ENE;46;NW;ENE;4;20;99;71;1021.9;1018.6;1;1;08.III;16.IV;Yes;Yes
22.06.2009;Albury;5;14.IX;05.VI;NA;NA;SE;19;SE;ENE;4;6;99;78;1020.7;1018.6;1;8;09.I;13.VI;Yes;No
23.06.2009;Albury;03.IX;15.V;0;NA;NA;W;35;ENE;SSE;11;7;99;70;1020.2;1016.4;8;6;08.III;15.II;No;Yes
24.06.2009;Albury;07.VII;14.I;6;NA;NA;ESE;41;ESE;SE;7;9;81;65;1014.9;1012.7;8;5;09.VI;13.VII;Yes;No
25.06.2009;Albury;04.VII;12.II;0;NA;NA;NNW;24;ESE;N;2;13;99;75;1015.5;1012.7;7;8;06.IX;11.VI;No;Yes
26.06.2009;Albury;06.IX;13.VII;04.IV;NA;NA;SE;46;ESE;ESE;7;9;99;73;1011.6;1008.1;7;NA;08.IV;13;Yes;No
27.06.2009;Albury;08.IV;11.IX;0;NA;NA;SSE;22;SE;SE;7;6;79;81;1007.8;1005.5;8;8;10.III;11.III;No;Yes
28.06.2009;Albury;09.III;12.III;05.IV;NA;NA;W;22;WSW;NNW;9;11;98;76;1007.5;1006.6;7;8;09.VIII;12.III;Yes;Yes
29.06.2009;Albury;08.II;15.VII;03.VI;NA;NA;NE;26;NE;NNE;9;15;91;69;1011.4;1009.4;8;8;10.I;15.VI;Yes;Yes
30.06.2009;Albury;09.I;16.I;2;NA;NA;NW;72;NE;NE;11;19;78;73;1007.6;1001;8;8;13.V;15.III;Yes;Yes
01.07.2009;Albury;08.III;13.III;08.IV;NA;NA;NW;52;N;NW;20;22;85;68;1006.5;1005.2;8;5;09.V;13.I;Yes;Yes
02.07.2009;Albury;08.VIII;11.VI;5;NA;NA;WNW;54;NW;WNW;19;19;88;74;1009.4;1006.8;8;4;08.VIII;11.IV;Yes;Yes
03.07.2009;Albury;07.VI;12;07.VIII;NA;NA;W;61;W;WSW;17;22;82;62;1008.6;1009.6;8;1;07.VIII;11.VII;Yes;No
04.07.2009;Albury;05.VII;13.II;0;NA;NA;WNW;39;WNW;WNW;15;24;91;76;1016.3;1014.9;8;8;07.IX;12.VI;No;No
05.07.2009;Albury;03.IV;12.IV;0;NA;NA;W;31;W;W;9;15;80;56;1019.9;1019;NA;NA;7;12;No;No
06.07.2009;Albury;0;12.I;0;NA;NA;ENE;19;NNE;WSW;7;7;99;65;1022.4;1020.4;8;NA;02.III;11.IV;No;No
07.07.2009;Albury;-1.5;12.V;0;NA;NA;E;19;NA;ENE;0;7;91;46;1026;1024.6;NA;NA;02.IV;12.IV;No;No
08.07.2009;Albury;-1.7;13.VIII;0;NA;NA;E;17;NA;ESE;0;7;84;54;1030.4;1028.1;NA;NA;03.III;12.IV;No;No
09.07.2009;Albury;-0.4;15;0.2;NA;NA;ESE;13;NA;SE;0;7;84;54;1032;1028.6;NA;NA;03.VIII;14.III;No;No
10.07.2009;Albury;0.1;13.V;0;NA;NA;E;13;NA;SSE;0;9;93;62;1028.7;1023.8;NA;NA;04.VIII;13.IV;No;No
11.07.2009;Albury;04.VIII;13.III;0.6;NA;NA;NE;24;NA;NE;0;13;96;63;1020.5;1015.6;7;1;08.I;13.II;No;No
12.07.2009;Albury;08.I;16.V;0.6;NA;NA;NNW;33;SSE;NNW;7;19;77;53;1010.4;1007.7;2;6;11.VI;15.IV;No;No
13.07.2009;Albury;05.IX;13.I;1;NA;NA;WNW;41;N;NNW;13;11;82;73;1007.6;1005.5;8;8;9;12.III;No;Yes
14.07.2009;Albury;06.IX;11;06.VIII;NA;NA;W;30;N;SSW;9;9;94;75;1006.6;1005.8;8;8;07.V;10.I;Yes;Yes
15.07.2009;Albury;02.IX;12.VI;01.VIII;NA;NA;WSW;22;ENE;NA;4;0;99;57;1010.5;1009.9;8;NA;05.IX;12.V;Yes;No
16.07.2009;Albury;-0.6;13.IV;0;NA;NA;WNW;24;NA;WSW;0;9;95;57;1015.6;1014.5;NA;NA;03.VIII;12.VIII;No;No
17.07.2009;Albury;-0.3;14.IV;0.2;NA;NA;N;17;NNE;SW;4;6;88;52;1022.4;1020.6;NA;NA;04.V;14.II;No;No
18.07.2009;Albury;-1;12;0;NA;NA;N;20;NA;N;0;11;98;64;1023;1019.5;7;5;03.II;11.II;No;No
19.07.2009;Albury;03.II;14.I;0.6;NA;NA;NNE;24;ESE;NE;7;11;94;65;1021.6;1019.8;8;8;07.VIII;13.V;No;No
20.07.2009;Albury;03.VI;16.V;0.2;NA;NA;NW;39;NA;N;0;19;95;53;1023.1;1018.4;8;NA;07.I;16.III;No;No
21.07.2009;Albury;0.8;17.VII;0;NA;NA;N;43;ENE;ENE;4;17;87;46;1019.7;1013.4;NA;NA;06.VI;17.VI;No;No
22.07.2009;Albury;06.VI;12.III;0;NA;NA;W;44;ENE;NNW;7;20;74;81;1009.5;1006.2;7;8;11.III;10.II;No;Yes
23.07.2009;Albury;6;13.V;09.VIII;NA;NA;WNW;26;W;W;13;17;83;58;1015.1;1018.4;7;7;08.V;12.IX;Yes;No
24.07.2009;Albury;-0.1;12.IX;0;NA;NA;NW;22;NA;NNW;0;15;87;58;1027.3;1025.4;NA;2;03.VII;11.VI;No;No
25.07.2009;Albury;-0.3;12.II;0;NA;NA;NE;20;NA;NE;0;9;95;61;1026.8;1022.7;NA;NA;02.V;10.VIII;No;No
26.07.2009;Albury;02.I;09.VIII;0;NA;NA;SSE;13;NA;E;0;2;85;74;1018;1013.7;5;NA;04.IV;09.VI;No;No
27.07.2009;Albury;01.III;08.VIII;0;NA;NA;N;20;ENE;NNW;6;9;99;91;1019.9;1019.9;8;8;04.II;07.III;No;Yes
28.07.2009;Albury;04.II;12.VII;03.VIII;NA;NA;WNW;31;NW;WNW;11;11;89;71;1024;1023.1;8;8;08.VIII;12;Yes;Yes
29.07.2009;Albury;08.III;13.II;02.IV;NA;NA;WNW;24;NW;WSW;11;9;98;81;1026;1025.4;8;8;09.III;12.I;Yes;No
30.07.2009;Albury;03.III;12.I;0.2;NA;NA;NNW;22;NA;WNW;0;9;99;76;1025.8;1022.7;7;7;06.V;12;No;Yes
31.07.2009;Albury;06.V;14.V;05.II;NA;NA;W;35;W;WSW;19;22;81;61;1021.3;1021.5;5;8;11.VI;12.VII;Yes;No
01.08.2009;Albury;07.IV;13.IX;0.2;NA;NA;W;30;NA;WNW;0;15;99;70;1026.8;1025.3;7;3;08.IX;13.III;No;No
02.08.2009;Albury;07.V;14.I;0.8;NA;NA;NNW;30;SW;NNW;2;17;94;65;1027.9;1024.8;1;6;10.V;13.III;No;No
03.08.2009;Albury;08.III;13.VIII;0.8;NA;NA;NNW;37;W;WNW;20;15;79;49;1023.1;1022.9;NA;NA;09.IX;13.VI;No;No
04.08.2009;Albury;03.II;14.VII;0;NA;NA;SSE;17;NA;ENE;0;4;91;53;1021.7;1018.9;1;NA;05.VII;14;No;Yes
05.08.2009;Albury;05.VII;13.VIII;05.IV;NA;NA;NNE;19;ENE;S;7;7;98;76;1022.2;1020.2;8;8;08.IX;13.VI;Yes;No
06.08.2009;Albury;05.I;17.I;0.4;NA;NA;N;35;NA;NE;0;19;99;58;1021.9;1016.7;7;NA;8;16.VI;No;No
07.08.2009;Albury;8;13.IX;0.8;NA;NA;WNW;57;WNW;WSW;35;33;79;47;1012.8;1015.6;8;8;09.VIII;13.VII;No;Yes
08.08.2009;Albury;-0.8;12.IX;04.II;NA;NA;WNW;24;E;WSW;6;6;78;50;1026.4;1023;NA;NA;04.IV;12.III;Yes;No
09.08.2009;Albury;-1;12.II;0;NA;NA;ESE;15;S;E;2;7;91;48;1021.6;1018.5;NA;NA;2;12.I;No;No
10.08.2009;Albury;01.IX;14.VIII;0.2;NA;NA;SE;20;SSE;SE;4;11;72;60;1018.6;1014.7;NA;NA;05.IX;12.VI;No;No
11.08.2009;Albury;05.IX;17.VII;0.4;NA;NA;NNE;43;E;NNW;19;22;62;59;1009;1008.6;1;1;14.VIII;15.VI;No;Yes
12.08.2009;Albury;06.IX;14.III;04.VIII;NA;NA;W;24;SSE;NW;6;13;99;74;1011.5;1010;8;8;09.I;13;Yes;No
13.08.2009;Albury;07.VII;11.VI;0.2;NA;NA;NW;22;NW;N;6;13;94;87;1015.7;1015.3;8;7;09.IV;11.I;No;Yes
14.08.2009;Albury;06.VIII;15.II;01.II;NA;NA;WSW;22;NA;WNW;0;13;99;61;1021.1;1019.1;8;NA;9;14.VII;Yes;No
15.08.2009;Albury;02.VII;17.V;0.2;NA;NA;NNE;24;SE;NE;7;13;99;57;1021.2;1016.8;8;NA;06.VII;17;No;Yes
16.08.2009;Albury;05.I;15.V;01.VI;NA;NA;W;39;NE;ENE;11;11;79;70;1012.2;1006.4;8;8;11;14.III;Yes;Yes
17.08.2009;Albury;04.II;13.VI;03.II;NA;NA;WNW;37;W;WNW;20;19;73;57;1018.2;1019.7;1;NA;09.VIII;12.VIII;Yes;No
18.08.2009;Albury;0.6;15.VI;0;NA;NA;WNW;15;NA;S;0;6;85;58;1029.8;1027.2;NA;2;6;14.IV;No;No
19.08.2009;Albury;01.VI;16.IV;0;NA;NA;E;17;NE;S;7;7;99;61;1027.7;1022.5;8;1;05.V;15.II;No;No
20.08.2009;Albury;05.V;18.IV;0;NA;NA;N;22;ESE;N;6;13;78;51;1019.7;1014.3;NA;NA;11.I;17.III;No;No
21.08.2009;Albury;07.III;14.VIII;1;NA;NA;WNW;59;NNE;WSW;26;30;72;85;1004;1001.7;3;8;13.III;10.I;No;Yes
22.08.2009;Albury;0.2;14.I;06.VI;NA;NA;NE;26;SE;NNE;9;13;90;57;1012;1009.6;NA;NA;05.VIII;12.IX;Yes;Yes
23.08.2009;Albury;05.VIII;18.IX;03.VIII;NA;NA;NNE;26;ENE;NNE;7;11;94;67;1011.5;1007.1;3;3;10.VIII;18.II;Yes;Yes
24.08.2009;Albury;08.IX;17.I;01.II;NA;NA;WNW;63;NNW;NW;26;22;68;52;1004.1;1001;NA;NA;13.II;16.IV;Yes;Yes
25.08.2009;Albury;07.I;12.VIII;2;NA;NA;W;85;W;NW;15;20;75;53;1009.6;1008.2;3;NA;07.VII;11.VII;Yes;Yes
26.08.2009;Albury;04.II;14.IV;03.VI;NA;NA;NW;43;NNW;NW;13;30;83;56;1016.1;1014.4;NA;8;06.IX;13.VI;Yes;No
27.08.2009;Albury;01.I;16.VII;0.4;NA;NA;N;30;ENE;N;11;19;72;49;1018.5;1014.6;NA;NA;08.IX;16.II;No;No
28.08.2009;Albury;01.I;18.VI;0;NA;NA;NNW;24;ESE;E;7;11;87;51;1016.9;1013.3;NA;NA;07.II;17.VI;No;Yes
29.08.2009;Albury;07.II;17.IX;04.II;NA;NA;W;59;NE;W;20;19;81;80;1002.6;996.9;1;8;13;17.V;Yes;Yes
30.08.2009;Albury;06.III;11.I;13.IV;NA;NA;WNW;56;W;W;26;20;77;57;1014.2;1015.2;8;8;06.VII;10.VII;Yes;Yes
31.08.2009;Albury;06.VII;14.II;01.IV;NA;NA;NW;39;NW;NW;19;22;90;72;1018.9;1016.8;7;5;09.VII;13.IX;Yes;Yes
01.09.2009;Albury;05.I;14.II;3;NA;NA;WNW;24;WNW;W;7;15;96;58;1023.2;1021.7;8;1;09.VII;12.V;Yes;No
02.09.2009;Albury;1;16.VIII;0;NA;NA;ESE;24;ESE;E;9;9;82;45;1024.9;1020.2;NA;NA;7;16;No;No
03.09.2009;Albury;06.I;20.VII;0;NA;NA;NE;43;SE;NE;4;24;80;54;1016.6;1010.8;NA;NA;10.II;20.III;No;Yes
04.09.2009;Albury;06.III;16.IX;01.IV;NA;NA;NW;35;ESE;WNW;6;13;85;58;1014.4;1012.3;1;NA;12.V;15.V;Yes;No
05.09.2009;Albury;02.I;15;0;NA;NA;WNW;30;ESE;NW;4;11;81;54;1019.5;1017.9;NA;6;08.VI;14.IX;No;No
06.09.2009;Albury;01.VI;16.VI;0;NA;NA;NE;37;SE;NE;9;20;79;47;1018.4;1011.4;NA;NA;08.III;15.IV;No;No
07.09.2009;Albury;08.III;17.VI;0;NA;NA;W;41;ENE;W;9;30;73;53;1005;1002.7;NA;NA;13.IX;16.V;No;No
08.09.2009;Albury;05.VII;16.V;0;NA;NA;W;46;W;WSW;7;30;90;59;1009.9;1009;5;4;09.IV;15.III;No;No
09.09.2009;Albury;07.V;14.III;0;NA;NA;W;35;W;WNW;17;22;82;67;1012.8;1011.3;8;8;09.V;13.IV;No;No
10.09.2009;Albury;02.VI;NA;0;NA;NA;NA;NA;E;WNW;6;13;71;55;1017.8;1017.6;NA;6;09.VII;14.III;No;NA
11.09.2009;Albury;NA;18.VIII;NA;NA;NA;N;31;SE;NNE;7;19;83;46;1022.2;1018.2;NA;NA;08.VII;18.I;NA;No
12.09.2009;Albury;06.V;24.VII;0;NA;NA;NE;39;SE;NE;6;22;70;39;1020;1015.4;NA;NA;13.II;24;No;No
13.09.2009;Albury;13.II;25.I;0;NA;NA;NNE;35;E;WNW;9;11;44;25;1017;1012.2;NA;NA;17.III;23.I;No;No
14.09.2009;Albury;04.III;17.VIII;0;NA;NA;SW;24;NE;NNW;2;6;60;29;1022.6;1019.9;NA;NA;10.IX;17.I;No;No
15.09.2009;Albury;01.VI;17.II;0;NA;NA;S;20;ESE;S;6;7;68;44;1022.5;1019.1;NA;NA;08.I;16.VII;No;No
16.09.2009;Albury;02.VIII;21.I;0;NA;NA;E;17;E;ESE;7;9;74;39;1022.2;1016.8;NA;NA;11.II;20.VII;No;No
17.09.2009;Albury;06.III;19;0;NA;NA;WNW;24;E;NW;6;2;76;73;1013.8;1011.9;NA;7;12.IX;14;No;Yes
18.09.2009;Albury;07.IV;20.IV;10.II;NA;NA;WNW;46;NA;NA;0;0;75;54;1021.2;1018.6;NA;NA;12.IX;20.III;Yes;No
19.09.2009;Albury;05.IV;20.VI;0;NA;NA;NNW;22;NE;WNW;6;11;98;46;1018.8;1015;8;8;10.II;19.II;No;No
20.09.2009;Albury;8;18.IX;0.4;NA;NA;W;33;NA;W;0;20;79;50;1014.6;1013.7;8;NA;14.III;16.VIII;No;No
21.09.2009;Albury;03.VII;19;0.2;NA;NA;NE;43;ESE;ENE;9;15;73;50;1014.5;1008.2;NA;NA;11.V;18.III;No;Yes
22.09.2009;Albury;11.V;20.II;08.IV;NA;NA;NNE;50;NNW;N;17;13;77;55;1002.6;999.2;8;1;15.V;19.II;Yes;Yes
23.09.2009;Albury;09.III;16.VIII;28.VIII;NA;NA;W;56;W;WSW;26;30;82;54;997.8;1003.8;5;8;13.I;15.IX;Yes;Yes
24.09.2009;Albury;08.II;18.II;01.IV;NA;NA;NW;41;WNW;NW;9;24;72;55;1015.1;1011.8;NA;4;12.VI;17.II;Yes;No
25.09.2009;Albury;05.III;20.VI;0;NA;NA;NNW;44;NNE;N;22;13;60;57;1009.3;1002.9;2;7;15.II;17.III;No;Yes
26.09.2009;Albury;06.VIII;12.II;6;NA;NA;WNW;56;WNW;W;37;24;79;72;1005.2;1003.9;7;6;07.IX;11.I;Yes;Yes
27.09.2009;Albury;04.V;12.IX;01.VI;NA;NA;W;61;WNW;W;35;37;78;72;1009.8;1008.4;5;8;06.VII;10.VII;Yes;No
28.09.2009;Albury;05.V;17.IX;0;NA;NA;W;43;W;W;17;24;79;56;1012.3;1009.9;NA;1;09.II;16.VIII;No;No
29.09.2009;Albury;01.VII;17;0;NA;NA;NW;19;E;WNW;6;11;73;49;1015.6;1013.4;NA;NA;09.IV;16.II;No;No
30.09.2009;Albury;4;21.IV;0;NA;NA;NNW;35;E;NNE;7;17;75;36;1018;1013.4;NA;NA;11.III;20.IX;No;No
01.10.2009;Albury;08.IX;21.I;0;NA;NA;SSW;28;N;S;6;9;76;61;1012.4;1008.8;NA;NA;12.IX;19.IV;No;No
02.10.2009;Albury;11.VII;22;0;NA;NA;SE;30;S;SSW;4;11;68;55;1009.6;1004.9;NA;NA;16.I;20.VI;No;Yes
03.10.2009;Albury;08.V;13.V;03.II;NA;NA;SSE;31;ESE;ESE;17;11;87;75;1014;1015.1;7;7;09.VI;13;Yes;Yes
04.10.2009;Albury;09.VI;16.II;01.VIII;NA;NA;NNE;20;NA;SE;0;9;85;75;1020.6;1019.4;NA;1;12.VI;14.VIII;Yes;No
05.10.2009;Albury;08.III;19.VII;0.2;NA;NA;W;35;NA;SW;0;20;85;47;1020.7;1018.6;4;NA;12.V;19.II;No;No
06.10.2009;Albury;05.II;16.II;0;NA;NA;SE;37;ENE;SSE;6;15;85;77;1020.2;1018.3;2;2;08.VIII;10;No;Yes
07.10.2009;Albury;03.VIII;15.IX;03.VI;NA;NA;S;35;NA;SSW;0;15;90;42;1018.7;1018.5;NA;NA;07.I;15.II;Yes;No
08.10.2009;Albury;01.II;16.III;0;NA;NA;ESE;39;E;SE;6;13;65;43;1024;1023.2;NA;NA;07.VIII;15.VII;No;No
09.10.2009;Albury;03.II;18.II;0;NA;NA;SSE;33;ESE;S;11;9;63;39;1027.7;1025.7;NA;NA;11.VIII;17.VIII;No;No
10.10.2009;Albury;04.VI;19;0;NA;NA;SE;22;SE;S;17;9;55;36;1029.5;1025.7;NA;NA;11.II;17.III;No;No
11.10.2009;Albury;06.IV;18.VII;0;NA;NA;W;48;SE;NNE;7;17;68;50;1022.6;1016.9;NA;NA;11.III;18.II;No;No
12.10.2009;Albury;05.VIII;23.III;0;NA;NA;W;59;SSE;NE;9;20;88;64;1007.9;999.4;NA;1;11;19;No;Yes
13.10.2009;Albury;06.VI;17.VII;2;NA;NA;N;50;N;NW;17;30;70;71;1001.9;997.6;7;6;10.VIII;14.VIII;Yes;Yes
14.10.2009;Albury;09.V;15.I;7;NA;NA;W;65;WNW;W;26;30;88;60;1000.5;1002.7;8;1;10.III;14.I;Yes;Yes
15.10.2009;Albury;09.VII;15.VII;01.IV;NA;NA;WNW;50;NW;WSW;15;22;79;84;1008.5;1007.8;8;8;11.I;10.IX;Yes;Yes
16.10.2009;Albury;04.I;16.VI;06.VIII;NA;NA;W;39;W;WNW;15;19;77;56;1016;1016.2;NA;4;08.VIII;14.IX;Yes;No
17.10.2009;Albury;04.VI;19.II;0;NA;NA;WSW;28;SE;W;6;13;83;46;1022.7;1021.6;NA;1;10.IX;18.VIII;No;No
18.10.2009;Albury;05.I;20.III;0;NA;NA;NW;24;SSW;ESE;6;9;72;50;1026.9;1024.7;NA;8;12.I;19.III;No;No
19.10.2009;Albury;05.I;22.VII;0;NA;NA;NE;19;WSW;NW;4;6;78;38;1026.6;1023.7;NA;NA;12.II;22;No;No
20.10.2009;Albury;06.IX;26.VI;0;NA;NA;NNW;30;SE;S;7;17;71;31;1022.9;1018.4;NA;NA;13.IV;25.VIII;No;No
21.10.2009;Albury;08.VIII;27.I;0;NA;NA;SSE;20;ESE;SSE;7;15;73;44;1018.9;1017.4;NA;NA;15.IV;25.III;No;No
22.10.2009;Albury;09.I;27.I;0;NA;NA;WSW;24;SE;SSE;9;13;67;38;1020.8;1018.4;NA;NA;15.VI;25.IV;No;No
23.10.2009;Albury;08.I;23.IX;0;NA;NA;WNW;35;ENE;SW;2;13;70;26;1019.6;1017.6;NA;NA;14.VIII;23.II;No;No
24.10.2009;Albury;07.IV;25.IV;0;NA;NA;WSW;30;E;W;9;13;68;28;1019.5;1016.2;NA;NA;14.VII;24.VIII;No;No
25.10.2009;Albury;10.VI;23.I;0;NA;NA;SE;63;WSW;WSW;2;13;68;34;1014.7;1013;NA;NA;14.IV;21.III;No;No
26.10.2009;Albury;10.VIII;22;0;NA;NA;SE;35;SE;SSE;20;15;52;38;1023.8;1022;NA;NA;14.VII;20.IX;No;No
27.10.2009;Albury;05.IX;24.I;0;NA;NA;ENE;26;S;NNE;7;9;64;43;1027.5;1023.1;NA;NA;12.IX;23.IV;No;No
28.10.2009;Albury;11.III;26.VIII;0;NA;NA;W;19;SE;SE;4;9;67;41;1025.4;1020.9;NA;NA;17.IX;25.VIII;No;No
29.10.2009;Albury;14.V;26.IX;0;NA;NA;NNW;31;SE;N;9;20;65;50;1023.4;1020.6;NA;NA;19.I;25.VIII;No;No
30.10.2009;Albury;13.VII;29.I;0;NA;NA;WSW;22;SE;S;11;11;75;46;1022.8;1019.5;NA;NA;19.I;28.IV;No;No
31.10.2009;Albury;15.VI;30.VIII;0;NA;NA;SSE;20;E;SE;11;11;65;38;1022.3;1019;NA;NA;21.IV;30.III;No;No
01.11.2009;Albury;17.VIII;34;0;NA;NA;WNW;33;SE;SE;9;17;66;35;1021.6;1017.3;NA;NA;23.I;32.7;No;No
02.11.2009;Albury;18.VII;32.4;0;NA;NA;S;20;SE;SE;9;9;66;47;1018.8;1014.6;NA;NA;23.IX;31.I;No;No
03.11.2009;Albury;18.VII;24.III;0;NA;NA;W;46;W;W;24;20;46;39;1009.8;1011.9;NA;NA;24.II;21.IX;No;No
04.11.2009;Albury;10;23.II;0;NA;NA;WNW;39;WSW;WNW;7;19;59;27;1017.1;1015.8;NA;NA;15;22.VI;No;No
05.11.2009;Albury;06.VI;25.III;0;NA;NA;NE;44;SE;SE;7;26;67;28;1020.5;1017.3;NA;NA;14;25.III;No;No
06.11.2009;Albury;10.VIII;27.IX;0;NA;NA;SSE;28;SE;S;11;15;55;32;1025;1021.8;NA;NA;17.V;27;No;No
07.11.2009;Albury;11.III;29.VIII;0;NA;NA;S;22;SE;S;6;15;57;27;1028.5;1025.3;NA;NA;19.II;28.IX;No;No
08.11.2009;Albury;13.V;31.VIII;0;NA;NA;SSE;28;SE;E;4;9;55;29;1029.1;1024.8;NA;NA;21;30.III;No;No
09.11.2009;Albury;15.IV;33.4;0;NA;NA;WSW;37;ESE;SSE;7;13;48;29;1025.4;1020.6;NA;NA;22.I;32.8;No;No
10.11.2009;Albury;15.IX;35.2;0;NA;NA;SW;33;SE;SW;7;11;49;23;1021;1017.2;NA;NA;23.III;33.8;No;No
11.11.2009;Albury;17.I;36;0;NA;NA;ESE;26;SSE;SE;4;13;43;18;1021.4;1017.8;NA;NA;24.V;34.9;No;No
12.11.2009;Albury;16.VII;35.1;0;NA;NA;WSW;43;E;SW;2;28;49;18;1018.9;1014.8;NA;NA;24.VII;34.6;No;No
13.11.2009;Albury;18.I;32.8;0;NA;NA;SE;31;SE;SSE;19;17;42;22;1017.2;1013.9;NA;NA;23.II;31.VII;No;No
14.11.2009;Albury;13.IV;35.4;0;NA;NA;W;46;SSE;SSW;13;11;55;25;1015.6;1011.2;NA;NA;21.VII;32.6;No;No
15.11.2009;Albury;17.II;36.3;0;NA;NA;W;35;ENE;W;6;22;57;16;1009.8;1006.5;NA;NA;23.IX;35.4;No;No
16.11.2009;Albury;15.III;35.1;0;NA;NA;W;54;SSE;S;4;13;46;20;1007;1002.6;NA;NA;24.I;33.4;No;No
17.11.2009;Albury;12.I;30.V;0;NA;NA;SSE;30;SSE;SSE;19;9;38;18;1008;1005.9;NA;NA;19.V;28.VI;No;No
18.11.2009;Albury;11.IV;33.5;0;NA;NA;N;24;S;W;9;9;53;18;1010;1007.1;NA;NA;21;32.7;No;No
19.11.2009;Albury;18.VI;39.7;0;NA;NA;NW;37;NNE;WNW;17;22;29;11;1006.8;1004.6;NA;NA;27.VIII;39;No;No
20.11.2009;Albury;15.III;38.2;0;NA;NA;NW;78;SSE;WNW;4;13;45;21;1007.6;1002.3;NA;1;24.VII;36.4;No;Yes
21.11.2009;Albury;19.III;21;10.VI;NA;NA;NE;37;NE;SSE;9;9;95;91;1010.8;1009;8;8;19.VII;20.VIII;Yes;Yes
22.11.2009;Albury;18.III;28.III;25.VIII;NA;NA;NNW;61;NA;W;0;46;98;67;1003.7;1003.5;8;8;19.II;25.VI;Yes;No
23.11.2009;Albury;11.IX;23.VI;0.4;NA;NA;W;24;WSW;S;7;9;63;37;1020.7;1020.6;NA;NA;14.IV;22.VII;No;No
24.11.2009;Albury;12.VIII;25.VIII;0;NA;NA;WNW;30;SSE;S;7;7;60;40;1024.6;1021.6;NA;1;18.I;24.IX;No;No
